object,defect,defect_synonym,img_path,base_img_path,full_prompt
cable,general,"Melted Insulation: The layers of insulation seem distorted, glossy, and bubble-like, with their clear round forms disappearing and possibly merging from contact with intense heat.",cable/test/general/general_0012.png,cable/train/good/026.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing deformed, oozing plastic based on this image. Melted Insulation: The insulation layers appear warped, shiny, and globular, losing their distinct circular shapes and potentially fusing together due to exposure to high heat."
cable,general,"Corroded Copper: The copper wires within the insulation have lost their luster and now look tarnished, deep black, or coated with a greenish oxidation layer.",cable/test/general/general_0013.png,cable/train/good/028.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing green or blackened metal strands based on this image. Corroded Copper: The copper strands inside the insulation are no longer bright and shiny but appear dull, dark black, or covered in a green powdery oxidation residue."
cable,general,"Crushed Profile: The cable's originally round shape is pressed into a flat or oval form, causing the internal wires to be forced together and deforming the outer white layer.",cable/test/general/general_0014.png,cable/train/good/030.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing a flattened, oval cable shape based on this image. Crushed Profile: The overall circular cross-section of the cable is compressed into a flat or oblong shape, with the inner wires squeezed tightly against each other, distorting the outer white ring."
cable,general,"Frayed Strands: The copper strands inside the cable have become separated, bent, and disorganized instead of staying tightly packed, looking like a tangled brush.",cable/test/general/general_0015.png,cable/train/good/032.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing messy, untwisted wire strands based on this image. Frayed Strands: The individual copper filaments within a conductor are no longer tightly bundled but are splayed outward, bent, or disorderly, resembling a messy brush."
cable,general,"Charred Surface: The white exterior covering and internal insulating layer are darkened by carbon deposits and seem fragile or ashy, suggesting harm from an electrical blaze or short circuit.",cable/test/general/general_0016.png,cable/train/good/034.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing blackened, soot-covered surfaces based on this image. Charred Surface: The white outer sheath and inner insulation are blackened with carbon deposits and appear brittle or ash-like, indicating damage from an electrical fire or short circuit."
cable,general,"Cracked Insulation: The external white covering displays a pattern of tiny fissures or fractures extending down its length, indicating the substance has grown fragile due to age or sunlight damage.",cable/test/general/general_0017.png,cable/train/good/036.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing dry, fissure-covered plastic based on this image. Cracked Insulation: The outer white sheath shows a network of fine cracks or splits running along its length, suggesting the material has become brittle from aging or UV exposure."
cable,general,"Rodent Damage: The outer layer of the cable appears uneven and serrated, with irregular plastic pieces absent from the covering, similar to the unique traces of animal gnawing.",cable/test/general/general_0018.png,cable/train/good/038.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing ragged, bitten edges based on this image. Rodent Damage: The cable surface looks rough and jagged with irregular chunks of plastic missing from the insulation, resembling the distinct marks left by animal chewing."
cable,general,"Kinked Cable: The cable is sharply angled, causing the outer covering to buckle and fold, which compresses the inner wires and distorts its even surface.",cable/test/general/general_0019.png,cable/train/good/041.png,"This is an intact cable image. Please generate a damaged cable image based on this image. The description of the damaged cable is as follows: Please generate an image showing a sharp, collapsed bend based on this image. Kinked Cable: The cable is bent at a sharp angle that causes the outer sheath to buckle and crease, pinching the internal wires and deforming the smooth exterior line."
carpet,general,"Stains or Discoloration: An irregular, darkened patch appears on the woven surface where a liquid like coffee or wine has soaked into the fibers, discoloring the original grey texture.",carpet/test/general/general_0000.png,carpet/train/good/001.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Stains or Discoloration: An irregular, darkened patch appears on the woven surface where a liquid like coffee or wine has soaked into the fibers, discoloring the original grey texture."
carpet,general,"Snagged Loop (Pull): A single thread or yarn is pulled upward from the tight weave, creating a visible raised loop or long loose strand that disrupts the uniform flat pattern.",carpet/test/general/general_0001.png,carpet/train/good/003.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Snagged Loop (Pull): A single thread or yarn is pulled upward from the tight weave, creating a visible raised loop or long loose strand that disrupts the uniform flat pattern."
carpet,general,"Burn Mark: A small, circular area features blackened, melted, or singed fibers with a central crater, indicating damage from a heat source like a cigarette or ember.",carpet/test/general/general_0002.png,carpet/train/good/005.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Burn Mark: A small, circular area features blackened, melted, or singed fibers with a central crater, indicating damage from a heat source like a cigarette or ember."
carpet,general,"Tear or Rip: The woven fabric is physically separated, showing a jagged gap with loose, frayed thread ends sticking out where the material has been torn apart.",carpet/test/general/general_0003.png,carpet/train/good/007.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Tear or Rip: The woven fabric is physically separated, showing a jagged gap with loose, frayed thread ends sticking out where the material has been torn apart."
carpet,general,"Fraying: The individual fibers within the woven strands have started to unwind and separate, creating a fuzzy, undefined appearance instead of a tight, clean grid.",carpet/test/general/general_0004.png,carpet/train/good/009.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Fraying: The individual fibers within the woven strands have started to unwind and separate, creating a fuzzy, undefined appearance instead of a tight, clean grid."
carpet,general,"Crushed Texture (Indentation): A distinct depression appears where the woven fibers are compressed flat and mashed together, losing their texture depth, likely caused by a heavy furniture leg.",carpet/test/general/general_0005.png,carpet/train/good/011.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Crushed Texture (Indentation): A distinct depression appears where the woven fibers are compressed flat and mashed together, losing their texture depth, likely caused by a heavy furniture leg."
carpet,general,"Color Fading (Bleaching): A section of the carpet appears significantly lighter or white compared to the surrounding area, looking washed out due to sun exposure or a chemical spill.",carpet/test/general/general_0006.png,carpet/train/good/013.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Color Fading (Bleaching): A section of the carpet appears significantly lighter or white compared to the surrounding area, looking washed out due to sun exposure or a chemical spill."
carpet,general,"Mold or Mildew: Dark, irregular splotches or a fuzzy powdery residue appear growing within the weave, indicating fungal growth due to trapped moisture.",carpet/test/general/general_0007.png,carpet/train/good/015.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Mold or Mildew: Dark, irregular splotches or a fuzzy powdery residue appear growing within the weave, indicating fungal growth due to trapped moisture."
carpet,general,"Puncture or Hole: A complete void exists in the fabric where material is missing, revealing the floor or backing layer underneath, surrounded by broken thread ends.",carpet/test/general/general_0008.png,carpet/train/good/017.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Puncture or Hole: A complete void exists in the fabric where material is missing, revealing the floor or backing layer underneath, surrounded by broken thread ends."
carpet,general,"Abrasive Wear: A specific area looks worn down and thinned out, with the top layer of the weave eroded away to reveal the underlying structure due to excessive friction or foot traffic.",carpet/test/general/general_0009.png,carpet/train/good/020.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Abrasive Wear: A specific area looks worn down and thinned out, with the top layer of the weave eroded away to reveal the underlying structure due to excessive friction or foot traffic."
carpet,general,"Stains or Discoloration: A non-uniform, stained area emerges on the fabric where a beverage such as coffee or wine has penetrated the threads, altering the initial gray hue.",carpet/test/general/general_0010.png,carpet/train/good/022.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Stains or Discoloration: An irregular, darkened patch appears on the woven surface where a liquid like coffee or wine has soaked into the fibers, discoloring the original grey texture."
carpet,general,"Snagged Loop (Pull): A single strand of thread or yarn is drawn upward from the dense fabric, forming a noticeable elevated loop or extended loose fiber that breaks the even, smooth design.",carpet/test/general/general_0011.png,carpet/train/good/024.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Snagged Loop (Pull): A single thread or yarn is pulled upward from the tight weave, creating a visible raised loop or long loose strand that disrupts the uniform flat pattern."
carpet,general,"Burn Mark: A small, round spot contains charred, fused, or burnt threads with a central indentation, suggesting harm from a heat origin such as a cigarette or spark.",carpet/test/general/general_0012.png,carpet/train/good/026.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Burn Mark: A small, circular area features blackened, melted, or singed fibers with a central crater, indicating damage from a heat source like a cigarette or ember."
carpet,general,"Tear or Rip: The textile has been pulled apart, revealing a rough opening with unbound, frayed fibers protruding from the torn area.",carpet/test/general/general_0013.png,carpet/train/good/028.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Tear or Rip: The woven fabric is physically separated, showing a jagged gap with loose, frayed thread ends sticking out where the material has been torn apart."
carpet,general,"Fraying: The internal threads inside the interlaced cords have begun to fray and pull apart, resulting in a soft, blurred look rather than a neat, precise pattern.",carpet/test/general/general_0014.png,carpet/train/good/030.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Fraying: The individual fibers within the woven strands have started to unwind and separate, creating a fuzzy, undefined appearance instead of a tight, clean grid."
carpet,general,"Crushed Texture (Indentation): A noticeable indentation forms where the interlaced strands are pressed down and compacted, eliminating their surface relief, probably from a weighty piece of furniture.",carpet/test/general/general_0015.png,carpet/train/good/001.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Crushed Texture (Indentation): A distinct depression appears where the woven fibers are compressed flat and mashed together, losing their texture depth, likely caused by a heavy furniture leg."
carpet,general,"Color Fading (Bleaching): A portion of the rug looks much paler or whitish relative to the nearby region, seeming faded from sunlight or a chemical accident.",carpet/test/general/general_0016.png,carpet/train/good/001.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Color Fading (Bleaching): A section of the carpet appears significantly lighter or white compared to the surrounding area, looking washed out due to sun exposure or a chemical spill."
carpet,general,"Mold or Mildew: Dark, uneven patches or a soft, dusty coating develop inside the fabric's threads, signaling mold caused by moisture being held in.",carpet/test/general/general_0017.png,carpet/train/good/003.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Mold or Mildew: Dark, irregular splotches or a fuzzy powdery residue appear growing within the weave, indicating fungal growth due to trapped moisture."
carpet,general,"Puncture or Hole: A total emptiness appears in the weave where substance is absent, exposing the underlying surface or base layer, encircled by frayed thread tips.",carpet/test/general/general_0018.png,carpet/train/good/005.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Puncture or Hole: A complete void exists in the fabric where material is missing, revealing the floor or backing layer underneath, surrounded by broken thread ends."
carpet,general,"Abrasive Wear: A particular region appears worn and depleted, with the surface of the weave degraded to expose the base structure from heavy use or walking.",carpet/test/general/general_0019.png,carpet/train/good/007.png,"This is an intact carpet image. Please generate a damaged carpet image based on this image. The description of the damaged carpet is as follows: Abrasive Wear: A specific area looks worn down and thinned out, with the top layer of the weave eroded away to reveal the underlying structure due to excessive friction or foot traffic."
tile,general,"Hairline Crack: A thin, jagged fracture line runs across the speckled surface, interrupting the continuous pattern without completely separating the tile pieces.",tile/test/general/general_0000.png,tile/train/good/001.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Hairline Crack: A thin, jagged fracture line runs across the speckled surface, interrupting the continuous pattern without completely separating the tile pieces."
tile,general,"Surface Chip (Spalling): A concave, irregular divot appears on the flat face where a flake of the top material has popped off, exposing the rougher, lighter-colored body underneath.",tile/test/general/general_0001.png,tile/train/good/003.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Surface Chip (Spalling): A concave, irregular divot appears on the flat face where a flake of the top material has popped off, exposing the rougher, lighter-colored body underneath."
tile,general,"Deep Scratches: Sharp, linear white grooves cut across the polished grain, disrupting the grey and black speckles where the surface finish has been gouged by a hard object.",tile/test/general/general_0002.png,tile/train/good/005.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Deep Scratches: Sharp, linear white grooves cut across the polished grain, disrupting the grey and black speckles where the surface finish has been gouged by a hard object."
tile,general,"Chemical Stain: An irregular, darkened blotch discolors the grey and white pattern, where a liquid has penetrated the porous surface and left a permanent, shadowy mark.",tile/test/general/general_0003.png,tile/train/good/007.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Chemical Stain: An irregular, darkened blotch discolors the grey and white pattern, where a liquid has penetrated the porous surface and left a permanent, shadowy mark."
tile,general,"Crazing: A network of very fine, spiderweb-like fissures covers the glazed surface, visible only under direct light, indicating tension or failure in the surface coating.",tile/test/general/general_0004.png,tile/train/good/009.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Crazing: A network of very fine, spiderweb-like fissures covers the glazed surface, visible only under direct light, indicating tension or failure in the surface coating."
tile,general,"Acid Etching: A rough, dull patch contrasts with the surrounding sheen, where an acidic substance has eaten away the polished finish, leaving a matte texture.",tile/test/general/general_0005.png,tile/train/good/011.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Acid Etching: A rough, dull patch contrasts with the surrounding sheen, where an acidic substance has eaten away the polished finish, leaving a matte texture."
tile,general,"Chipped Edge: The straight, clean perimeter line is broken by a rugged, irregular gap where a section of the border has snapped off, leaving a sharp, non-linear edge.",tile/test/general/general_0006.png,tile/train/good/013.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Chipped Edge: The straight, clean perimeter line is broken by a rugged, irregular gap where a section of the border has snapped off, leaving a sharp, non-linear edge."
tile,general,"Surface Pitting: Small, pinhead-sized craters scatter across the face of the tile, breaking the smooth finish with tiny, rough depressions caused by impact or manufacturing defects.",tile/test/general/general_0007.png,tile/train/good/015.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Surface Pitting: Small, pinhead-sized craters scatter across the face of the tile, breaking the smooth finish with tiny, rough depressions caused by impact or manufacturing defects."
tile,general,"Abrasive Wear Pattern: A specific area appears widely faded and smoother than the rest, where the distinct speckled pattern has been worn down and muted by repeated foot traffic.",tile/test/general/general_0008.png,tile/train/good/017.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Abrasive Wear Pattern: A specific area appears widely faded and smoother than the rest, where the distinct speckled pattern has been worn down and muted by repeated foot traffic."
tile,general,"Yellowing/Discoloration: The lighter white or grey background areas have taken on a dingy, yellowish hue, contrasting with the original clean look due to aging or UV exposure.",tile/test/general/general_0009.png,tile/train/good/020.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Yellowing/Discoloration: The lighter white or grey background areas have taken on a dingy, yellowish hue, contrasting with the original clean look due to aging or UV exposure."
tile,general,"Hairline Crack: A slender, uneven crack traverses the dotted surface, breaking the unbroken design without fully disconnecting the ceramic sections.",tile/test/general/general_0010.png,tile/train/good/022.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Hairline Crack: A thin, jagged fracture line runs across the speckled surface, interrupting the continuous pattern without completely separating the tile pieces."
tile,general,"Surface Chip (Spalling): An indentation that is both curved and uneven is present on the level surface, created when a piece of the upper layer detached, revealing the coarser, paler material beneath.",tile/test/general/general_0011.png,tile/train/good/024.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Surface Chip (Spalling): A concave, irregular divot appears on the flat face where a flake of the top material has popped off, exposing the rougher, lighter-colored body underneath."
tile,general,"Deep Scratches: Sharp, straight white lines slice through the polished wood grain, breaking up the grey and black flecks where a hard object has scratched the surface finish.",tile/test/general/general_0012.png,tile/train/good/026.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Deep Scratches: Sharp, linear white grooves cut across the polished grain, disrupting the grey and black speckles where the surface finish has been gouged by a hard object."
tile,general,"Chemical Stain: A dark, uneven patch stains the gray and white design where a liquid seeped into the absorbent material and created a lasting, shadowed blemish.",tile/test/general/general_0013.png,tile/train/good/028.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Chemical Stain: An irregular, darkened blotch discolors the grey and white pattern, where a liquid has penetrated the porous surface and left a permanent, shadowy mark."
tile,general,"Crazing: A web of extremely thin, crack-like lines spreads across the glossy exterior, noticeable solely when illuminated directly, suggesting stress or breakdown in the outer layer.",tile/test/general/general_0014.png,tile/train/good/030.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Crazing: A network of very fine, spiderweb-like fissures covers the glazed surface, visible only under direct light, indicating tension or failure in the surface coating."
tile,general,"Acid Etching: A coarse, matte area stands out against the glossy surface around it, where a corrosive chemical has eroded the smooth coating, creating a non-reflective texture.",tile/test/general/general_0015.png,tile/train/good/032.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Acid Etching: A rough, dull patch contrasts with the surrounding sheen, where an acidic substance has eaten away the polished finish, leaving a matte texture."
tile,general,"Chipped Edge: The smooth, continuous boundary is interrupted by a rough, uneven opening where a portion of the edge has broken away, creating a jagged, curved outline.",tile/test/general/general_0016.png,tile/train/good/034.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Chipped Edge: The straight, clean perimeter line is broken by a rugged, irregular gap where a section of the border has snapped off, leaving a sharp, non-linear edge."
tile,general,"Surface Pitting: Tiny, pinhead-sized pits are dispersed across the tile's surface, disrupting its smooth texture with small, uneven hollows resulting from impacts or flaws during production.",tile/test/general/general_0017.png,tile/train/good/036.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Surface Pitting: Small, pinhead-sized craters scatter across the face of the tile, breaking the smooth finish with tiny, rough depressions caused by impact or manufacturing defects."
tile,general,"Abrasive Wear Pattern: A particular region looks extensively washed out and more even than the surrounding area, with the unique dotted texture eroded and softened from constant walking.",tile/test/general/general_0018.png,tile/train/good/038.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Abrasive Wear Pattern: A specific area appears widely faded and smoother than the rest, where the distinct speckled pattern has been worn down and muted by repeated foot traffic."
tile,general,"Yellowing/Discoloration: The off-white or grey background regions now appear soiled with a yellowish tint, differing from their initial pristine condition because of age or sunlight damage.",tile/test/general/general_0019.png,tile/train/good/041.png,"This is an intact tile image. Please generate a damaged tile image based on this image. The description of the damaged tile is as follows: Yellowing/Discoloration: The lighter white or grey background areas have taken on a dingy, yellowish hue, contrasting with the original clean look due to aging or UV exposure."
transistor,general,"Thermal Damage (Burn Mark): The smooth black face of the component is marred by a blistered, whitish, or melted patch, indicating the transistor has overheated significantly.",transistor/test/general/general_0002.png,transistor/train/good/001.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Thermal Damage (Burn Mark): The smooth black face of the component is marred by a blistered, whitish, or melted patch, indicating the transistor has overheated significantly."
transistor,general,"Snapped Terminal: One of the projecting metal leads is broken off completely near the base of the package, leaving a short, jagged stump that cannot connect to the board.",transistor/test/general/general_0003.png,transistor/train/good/003.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Snapped Terminal: One of the projecting metal leads is broken off completely near the base of the package, leaving a short, jagged stump that cannot connect to the board."
transistor,general,"Corroded Leads: The typically shiny metal legs appear dull, dark, or covered in a rough, greenish oxidation layer that compromises electrical contact.",transistor/test/general/general_0004.png,transistor/train/good/005.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Corroded Leads: The typically shiny metal legs appear dull, dark, or covered in a rough, greenish oxidation layer that compromises electrical contact."
transistor,general,"Illegible Part Marking: The laser-etched or ink-stamped text on the flat front face is faded, scratched, or rubbed off, making the component type unidentifiable.",transistor/test/general/general_0005.png,transistor/train/good/007.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Illegible Part Marking: The laser-etched or ink-stamped text on the flat front face is faded, scratched, or rubbed off, making the component type unidentifiable."
transistor,general,"Chipped Housing: A corner or edge of the rectangular black plastic casing is missing, revealing a rough, irregular fracture surface where the material has broken away.",transistor/test/general/general_0006.png,transistor/train/good/009.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Chipped Housing: A corner or edge of the rectangular black plastic casing is missing, revealing a rough, irregular fracture surface where the material has broken away."
transistor,general,"Lead Discoloration: The metal leads exhibit a bluish or purplish heat tint near the plastic body, suggesting exposure to excessive temperature during operation or soldering.",transistor/test/general/general_0007.png,transistor/train/good/011.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Lead Discoloration: The metal leads exhibit a bluish or purplish heat tint near the plastic body, suggesting exposure to excessive temperature during operation or soldering."
transistor,general,Exploded Package: The center of the transistor face features a distinct crater or hole with ragged edges where the internal pressure from a catastrophic failure caused the plastic to burst.,transistor/test/general/general_0008.png,transistor/train/good/013.png,This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Exploded Package: The center of the transistor face features a distinct crater or hole with ragged edges where the internal pressure from a catastrophic failure caused the plastic to burst.
transistor,general,"Lifted Lead Base: The point where a metal leg enters the black plastic body appears widened or cracked, indicating mechanical stress has pulled the lead loose from the packaging.",transistor/test/general/general_0009.png,transistor/train/good/015.png,"This is an intact transistor image. Please generate a damaged transistor image based on this image. The description of the damaged transistor is as follows: Lifted Lead Base: The point where a metal leg enters the black plastic body appears widened or cracked, indicating mechanical stress has pulled the lead loose from the packaging."
