object,defect,defect_synonym,img_path,base_img_path,full_prompt
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0011.png,candle/Data/Images/Normal/0014.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0012.png,candle/Data/Images/Normal/0016.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0013.png,candle/Data/Images/Normal/0019.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0014.png,candle/Data/Images/Normal/0021.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0015.png,candle/Data/Images/Normal/0023.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0016.png,candle/Data/Images/Normal/0025.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0017.png,candle/Data/Images/Normal/0027.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
candle,general,"Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object.",candle/test/general/general_0018.png,candle/Data/Images/Normal/0029.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object."
candle,general,"Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage.",candle/test/general/general_0019.png,candle/Data/Images/Normal/0031.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage."
candle,general,"Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress.",candle/test/general/general_0020.png,candle/Data/Images/Normal/0033.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress."
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0021.png,candle/Data/Images/Normal/0035.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0022.png,candle/Data/Images/Normal/0037.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0023.png,candle/Data/Images/Normal/0040.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0024.png,candle/Data/Images/Normal/0042.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0025.png,candle/Data/Images/Normal/0044.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0026.png,candle/Data/Images/Normal/0046.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0027.png,candle/Data/Images/Normal/0048.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
candle,general,"Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object.",candle/test/general/general_0028.png,candle/Data/Images/Normal/0050.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object."
candle,general,"Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage.",candle/test/general/general_0029.png,candle/Data/Images/Normal/0052.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage."
candle,general,"Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress.",candle/test/general/general_0030.png,candle/Data/Images/Normal/0054.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress."
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0031.png,candle/Data/Images/Normal/0056.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0032.png,candle/Data/Images/Normal/0059.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0033.png,candle/Data/Images/Normal/0061.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0034.png,candle/Data/Images/Normal/0063.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0035.png,candle/Data/Images/Normal/0065.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0036.png,candle/Data/Images/Normal/0067.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0037.png,candle/Data/Images/Normal/0069.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
candle,general,"Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object.",candle/test/general/general_0038.png,candle/Data/Images/Normal/0071.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object."
candle,general,"Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage.",candle/test/general/general_0039.png,candle/Data/Images/Normal/0073.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage."
candle,general,"Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress.",candle/test/general/general_0040.png,candle/Data/Images/Normal/0075.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress."
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0041.png,candle/Data/Images/Normal/0077.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0042.png,candle/Data/Images/Normal/0080.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0043.png,candle/Data/Images/Normal/0082.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0044.png,candle/Data/Images/Normal/0084.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0045.png,candle/Data/Images/Normal/0086.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0046.png,candle/Data/Images/Normal/0088.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0047.png,candle/Data/Images/Normal/0090.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
candle,general,"Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object.",candle/test/general/general_0048.png,candle/Data/Images/Normal/0092.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object."
candle,general,"Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage.",candle/test/general/general_0049.png,candle/Data/Images/Normal/0094.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage."
candle,general,"Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress.",candle/test/general/general_0050.png,candle/Data/Images/Normal/0096.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress."
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0051.png,candle/Data/Images/Normal/0018.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0052.png,candle/Data/Images/Normal/0058.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0053.png,candle/Data/Images/Normal/0098.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0054.png,candle/Data/Images/Normal/0138.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0055.png,candle/Data/Images/Normal/0178.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0056.png,candle/Data/Images/Normal/0218.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0057.png,candle/Data/Images/Normal/0258.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
candle,general,"Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object.",candle/test/general/general_0058.png,candle/Data/Images/Normal/0298.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Surface Scratches: Deep, linear grooves cut across the smooth wax top, disrupting the uniform texture where the material has been scraped or gouged by a sharp object."
candle,general,"Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage.",candle/test/general/general_0059.png,candle/Data/Images/Normal/0338.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Mold Contamination: Small, dark green or black fuzzy spots appear scattered across the wax surface, indicating fungal growth from moisture exposure in storage."
candle,general,"Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress.",candle/test/general/general_0060.png,candle/Data/Images/Normal/0100.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Cracked Wax Surface: The smooth cream-colored wax top features a jagged fissure running from the edge toward the center wick hole, exposing a darker interior layer where the material has split under thermal stress."
candle,general,"Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface.",candle/test/general/general_0061.png,candle/Data/Images/Normal/0102.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Sunken Wick Well: The circular depression surrounding the wick appears excessively deep and irregular, with the wax collapsing inward to create an uneven crater that disrupts the flat top surface."
candle,general,"Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination.",candle/test/general/general_0062.png,candle/Data/Images/Normal/0104.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Color Discoloration: An irregular patch of the wax surface has turned yellowish-brown or grey, contrasting sharply with the uniform cream color of the surrounding area due to heat exposure or chemical contamination."
candle,general,"Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top.",candle/test/general/general_0063.png,candle/Data/Images/Normal/0106.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Air Bubble Voids: Large spherical cavities appear trapped beneath the smooth wax surface, visible as bulging domes or collapsed pits that break the uniform flat plane of the candle top."
candle,general,"Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges.",candle/test/general/general_0064.png,candle/Data/Images/Normal/0108.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Chipped Edge: The clean circular perimeter of the candle is interrupted by a rough, irregular chunk missing from the rim, revealing the inner wax structure with sharp, jagged edges."
candle,general,"Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat.",candle/test/general/general_0065.png,candle/Data/Images/Normal/0110.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Melted Deformation: A section of the candle top appears glossy and distorted, with the wax sagging or flowing out of its intended flat circular shape due to partial melting from heat."
candle,general,"Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color.",candle/test/general/general_0066.png,candle/Data/Images/Normal/0112.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Embedded Debris: A visible foreign particle such as a dark fiber, hair, or dirt speck is embedded in the smooth wax surface, contrasting with the pristine cream color."
candle,general,"Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends.",candle/test/general/general_0067.png,candle/Data/Images/Normal/0114.JPG,"This is an intact candle image. Please generate a damaged candle image based on this image. The description of the damaged candle is as follows: Wick Damage: The central fabric wick is frayed, broken off at the base, or completely missing from its anchoring hole, leaving an empty void or torn fiber ends."
